iter	Logloss
552	0.3434846376
553	0.3433058117
554	0.3431904055
555	0.3429850552
556	0.3428550864
557	0.3425910532
558	0.3424632935
559	0.3422329413
560	0.3420370469
561	0.341930497
562	0.3417545647
563	0.3414992541
564	0.3412909567
565	0.3411397746
566	0.340922239
567	0.3407275994
568	0.3407106117
569	0.3405884958
570	0.3403372164
571	0.3401708014
572	0.3399781642
573	0.3397940722
574	0.3395986422
575	0.3394112432
576	0.3392458668
577	0.3389905184
578	0.338843012
579	0.3386774476
580	0.3384578249
581	0.3382815933
582	0.3380923298
583	0.3380669419
584	0.3378315996
585	0.3376259395
586	0.3374733217
587	0.3372914318
588	0.3371136055
589	0.3369642893
590	0.3369529478
591	0.3367667713
592	0.3366230117
593	0.3365992806
594	0.3365082192
595	0.3363184612
596	0.3361178129
597	0.3359068413
598	0.3358964073
599	0.3356867527
600	0.3355134254
601	0.3355001576
602	0.3353053293
603	0.3351955423
604	0.3350451643
605	0.3348581667
606	0.3346978163
607	0.3345287438
608	0.3344957064
609	0.3343073817
610	0.334206943
611	0.3341210777
612	0.3338998402
613	0.3338089088
614	0.3336506775
615	0.3333756408
616	0.3331911052
617	0.3330653487
618	0.3328424587
619	0.3327259387
620	0.3325861612
621	0.33238149
622	0.3322318096
623	0.3320514175
624	0.3318778904
625	0.3317238107
626	0.3316158081
627	0.3314365045
628	0.3314206529
629	0.3312458139
630	0.3310675815
631	0.330903595
632	0.3307254936
633	0.3305955897
634	0.3304401172
635	0.3304251689
636	0.3302405453
637	0.3301139416
638	0.3299783002
639	0.3298772584
640	0.3298664523
641	0.329710206
642	0.3295655039
643	0.3293559821
644	0.3291962474
645	0.3290794156
646	0.3289227409
647	0.3287628071
648	0.3286212634
649	0.3284897758
650	0.3282711735
651	0.3282551062
652	0.3280789428
653	0.3279189876
654	0.3277718646
655	0.327579607
656	0.3274715647
657	0.3272955897
658	0.3272861044
659	0.3271259372
660	0.3269344867
661	0.3267256983
662	0.3266202709
663	0.3265824367
664	0.3263104603
665	0.326147905
666	0.3259751809
667	0.3258524383
668	0.3257027839
669	0.3255629323
670	0.325396962
671	0.32524007
672	0.3250894956
673	0.3249406856
674	0.3248484634
675	0.3246406306
676	0.3245172259
677	0.3243191422
678	0.3241651515
679	0.3241565012
680	0.3240312726
681	0.3238578877
682	0.3236192549
683	0.3234028952
684	0.3231353622
685	0.3228797472
686	0.3227133874
687	0.3225744966
688	0.3224269062
689	0.3221999143
690	0.3219957911
691	0.3218266632
692	0.3215727313
693	0.3214246686
694	0.3212163777
695	0.3210004498
696	0.3208787583
697	0.3206795823
698	0.320529716
699	0.3203839405
700	0.3203504176
701	0.3202557237
702	0.3200976964
703	0.3198412928
704	0.3197312361
705	0.319519928
706	0.3193671576
707	0.3192094123
708	0.3190749577
709	0.3188678818
710	0.3186273733
711	0.3185011579
712	0.3182503146
713	0.3180654698
714	0.3177968807
715	0.317610286
716	0.3174738905
717	0.3173333045
718	0.3171837493
719	0.3170143771
720	0.3169956607
721	0.3167960544
722	0.3166270492
723	0.3165388079
724	0.3163603309
725	0.3162327804
726	0.3160402093
727	0.3158625973
728	0.3157493274
729	0.315535227
730	0.315525752
731	0.3154114504
732	0.3152203133
733	0.3150669438
734	0.3148700729
735	0.3147148964
736	0.3145136467
737	0.3143036212
738	0.3141374049
739	0.3139743335
740	0.3137123864
741	0.313561468
742	0.3134119717
743	0.3132695606
744	0.3131543131
745	0.3130641431
746	0.3128968692
747	0.3127438055
748	0.3125411847
749	0.3124050581
750	0.3122197682
751	0.3121321954
752	0.3119284836
753	0.311801735
754	0.3116215978
755	0.3113951116
756	0.3111554271
757	0.3109861071
758	0.3108223224
759	0.3106768446
760	0.3104789452
761	0.3102790707
762	0.3101981256
763	0.3100640113
764	0.3099354648
765	0.3098200136
766	0.3096756131
767	0.3095206217
768	0.3094293748
769	0.3093343313
770	0.30911026
771	0.3089397053
772	0.3087698038
773	0.3085719288
774	0.3083927087
775	0.3083022376
776	0.3081715155
777	0.3080305573
778	0.3079783945
779	0.3078592499
780	0.3076544399
781	0.3075782949
782	0.3074399466
783	0.30732017
784	0.3071890471
785	0.3070954751
786	0.3069539982
787	0.3067726921
788	0.3066430743
789	0.3064470486
790	0.3062762351
791	0.3061126427
792	0.3059482628
793	0.3057576366
794	0.3055528515
795	0.3053688076
796	0.3051931051
797	0.3050032743
798	0.3048747606
799	0.3046630343
800	0.3044723466
801	0.3043516785
802	0.3042468468
803	0.3041168997
804	0.303987568
805	0.3038436292
806	0.3036740269
807	0.3035925818
808	0.3034757326
809	0.3032952227
810	0.303087756
811	0.3029983525
812	0.302815095
813	0.3026327432
814	0.3023833889
815	0.3022824913
816	0.3021294853
817	0.3019736628
818	0.3018461442
819	0.3016835801
820	0.3015041428
821	0.3013070374
822	0.3011756035
823	0.3009386338
824	0.3008467608
825	0.3006406959
826	0.3004921212
827	0.3004060294
828	0.3002298977
829	0.3000468216
830	0.2998545693
831	0.2996874277
832	0.2994580719
833	0.2993452218
834	0.2992142599
835	0.2991531476
836	0.2990099981
837	0.2988573808
838	0.2988086886
839	0.2986791644
840	0.2985366731
841	0.2984510946
842	0.2982274441
843	0.298118172
844	0.2980284268
845	0.297824862
846	0.2976257919
847	0.2973955821
848	0.2972850411
849	0.2971203541
850	0.297000303
851	0.2969344525
852	0.2967371652
853	0.2965756227
854	0.296422351
855	0.2963071149
856	0.2962031217
857	0.2960442155
858	0.2957647263
859	0.2956098191
860	0.2954771222
861	0.2954665197
862	0.2952547116
863	0.2950915889
864	0.2948911754
865	0.2948809997
866	0.2946667512
867	0.2945611021
868	0.2944619728
869	0.294215157
870	0.2940774836
871	0.2939465981
872	0.2937396724
873	0.2935293242
874	0.293355946
875	0.2932426568
876	0.2930857117
877	0.2929268272
878	0.292756989
879	0.2926035041
880	0.292423432
881	0.2922883062
882	0.2921204991
883	0.2919943672
884	0.2918339255
885	0.291720015
886	0.2915970516
887	0.2913766716
888	0.2912697658
889	0.2911261939
890	0.2909267939
891	0.2907994639
892	0.2907152675
893	0.2905639468
894	0.2904334993
895	0.2902923806
896	0.2902805886
897	0.2901654602
898	0.2899651854
899	0.2898015353
900	0.2896325341
901	0.2894574692
902	0.2893503445
903	0.2892010369
904	0.2891212785
905	0.2889772224
906	0.288835224
907	0.2887085606
908	0.2885810734
909	0.2884223273
910	0.288329956
911	0.2882077834
912	0.2881957855
913	0.2881050942
914	0.2879510994
915	0.2878405955
916	0.2877977055
917	0.2876760386
918	0.2875274442
919	0.2874577921
920	0.2873509101
921	0.2871480494
922	0.2870000332
923	0.2868774129
924	0.2866962873
925	0.2865204568
926	0.2863500106
927	0.2861859619
928	0.28604191
929	0.2858794015
930	0.2858248717
931	0.2857016352
932	0.2854952192
933	0.2853721838
934	0.2852151473
935	0.2850372341
936	0.2848832589
937	0.2846705786
938	0.2845037538
939	0.2843537284
940	0.2842221135
941	0.2840474743
942	0.283900425
943	0.2837383678
944	0.2836217454
945	0.283498436
946	0.2833827405
947	0.2832146702
948	0.2830668579
949	0.2828973263
950	0.282812831
951	0.2826370072
952	0.2824932687
953	0.282398445
954	0.2822610616
955	0.2820996353
956	0.2818819854
957	0.2817538675
958	0.2815937721
959	0.2814735241
960	0.2813431083
961	0.2812025441
962	0.2810725414
963	0.2809211228
964	0.28073454
965	0.2805680925
966	0.2803800981
967	0.2802068681
968	0.2800680639
969	0.279919476
970	0.2797304629
971	0.2796241923
972	0.2795789373
973	0.2793975118
974	0.279274127
975	0.2791207546
976	0.2790115874
977	0.2788695249
978	0.2787080108
979	0.2785895711
980	0.2784565263
981	0.2783336205
982	0.2782233895
983	0.2780619044
984	0.2779171415
985	0.2777932439
986	0.2776406639
987	0.2775140896
988	0.2773678965
989	0.2772490201
990	0.2769992006
991	0.2769121456
992	0.2767680775
993	0.2766214528
994	0.276551741
995	0.2764389588
996	0.2763599315
997	0.2762105647
998	0.2760736871
999	0.2758562179
