iter	Passed	Remaining
920	11154	956
921	11164	944
922	11175	932
923	11186	920
924	11194	907
925	11204	895
926	11214	883
927	11224	870
928	11235	858
929	11244	846
930	11255	834
931	11267	822
932	11279	809
933	11291	797
934	11302	785
935	11314	773
936	11326	761
937	11338	749
938	11349	737
939	11359	725
940	11368	712
941	11378	700
942	11388	688
943	11399	676
944	11409	664
945	11419	651
946	11429	639
947	11440	627
948	11450	615
949	11462	603
950	11473	591
951	11482	578
952	11492	566
953	11502	554
954	11511	542
955	11522	530
956	11534	518
957	11543	506
958	11553	493
959	11563	481
960	11573	469
961	11584	457
962	11593	445
963	11604	433
964	11613	421
965	11624	409
966	11634	397
967	11645	384
968	11656	372
969	11668	360
970	11680	348
971	11690	336
972	11700	324
973	11711	312
974	11720	300
975	11732	288
976	11743	276
977	11754	264
978	11765	252
979	11776	240
980	11786	228
981	11799	216
982	11810	204
983	11821	192
984	11832	180
985	11844	168
986	11855	156
987	11863	144
988	11873	132
989	11884	120
990	11894	108
991	11904	96
992	11914	83
993	11923	71
994	11934	59
995	11943	47
996	11953	35
997	11963	23
998	11973	11
999	11983	0
